year,state,district,total_cases,total_deaths,state_is_unknown
2000,Unknown,Visakhapatanam,16163,2,True
2000,Unknown,Pashchim Champaran,4,0,True
2000,Unknown,Dantewada,20569,4,True
2000,Unknown,Kabirdham,1432,0,True
2000,Unknown,Kanker,69931,7,True
2000,Unknown,Haveli,2415,0,True
2000,Unknown,New Delhi,2631,0,True
2000,Unknown,Doda,231,0,True
2000,Unknown,Jammu,347,0,True
2000,Unknown,Kathua,84,0,True
2000,Unknown,Poonch,477,0,True
2000,Unknown,Rajouri,1748,0,True
2000,Unknown,Udhampur,153,0,True
2000,Unknown,A.M.U. Kembhavi#,440,0,True
2000,Unknown,Thiruvananthapuram,179,1,True
2000,Unknown,Khargone,2100,0,True
2000,Unknown,Mumbai,11222,5,True
2000,Unknown,Garo Hills,7052,5,True
2000,Unknown,Khasi Hills,2654,2,True
2000,Unknown,Chhimtuipui#,1211,2,True
2000,Unknown,Pondicherry,118,0,True
2000,Unknown,Aranthangi#,26,0,True
2000,Unknown,Cheyyar#,82,0,True
2000,Unknown,Dharapuram#,5,0,True
2000,Unknown,Kanchipuram,9,0,True
2000,Unknown,Kovilpatti#,42,0,True
2000,Unknown,Palani#,11,0,True
2000,Unknown,Paramakudi#,105,0,True
2000,Unknown,Poonamallee#,1605,0,True
2000,Unknown,Ramanathapuram,814,0,True
2000,Unknown,Sivakasi#,24,0,True
2000,Unknown,Tuticorin,1313,0,True
2000,Unknown,Villupuram,168,0,True
2000,Unknown,Kushi Nagar,168,0,True
2000,Unknown,Maharajganj,139,0,True
2000,Unknown,Sant Kabeer Nagar,0,0,True
2000,Unknown,Shravasti,19,0,True
2000,Unknown,Siddharth Nagar,47,0,True
2000,Unknown,Udam Singh Nagar,805,0,True
2000,Unknown,Arambagh#,163,0,True
2000,Unknown,Barrackpore#,4,0,True
2000,Unknown,Chandan Nagar#,22,0,True
2000,Unknown,Contai#,350,0,True
2000,Unknown,Dinajpur Dakshin,148,0,True
2000,Unknown,Dinajpur Uttar,230,0,True
2000,Unknown,Ghatal#,87,0,True
2000,Unknown,Jangipur (N)#,391,0,True
2000,Unknown,Kalna#,39,0,True
2000,Unknown,Kandi#,109,0,True
2000,Unknown,Katwa#,14,0,True
2000,Unknown,Kmuho#,412,0,True
2000,Unknown,Maldah,793,0,True
2000,Unknown,Midnapur,1582,0,True
2000,Unknown,Serampore#,21,0,True
2000,Unknown,Tamluk#,598,1,True
2000,Unknown,Uluberia#,370,0,True
2000,Unknown,Vishnupur#,127,3,True
2001,Unknown,Visakhapatanam,17124,0,True
2001,Unknown,Pashchim Champaran,0,0,True
2001,Unknown,Dantewada,35236,3,True
2001,Unknown,Kabirdham,1543,0,True
2001,Unknown,Kanker,37895,1,True
2001,Unknown,Haveli,848,0,True
2001,Unknown,New Delhi,1484,0,True
2001,Unknown,Dohad,2531,0,True
2001,Unknown,Doda,6,0,True
2001,Unknown,Jammu,273,0,True
2001,Unknown,Kathua,16,0,True
2001,Unknown,Poonch,208,0,True
2001,Unknown,Rajouri,331,0,True
2001,Unknown,Udhampur,77,0,True
2001,Unknown,A.M.U. Kembhavi#,826,0,True
2001,Unknown,Thiruvananthapuram,91,1,True
2001,Unknown,Khargone,1194,0,True
2001,Unknown,Khasi Hills,2668,5,True
2001,Unknown,Chhimtuipui#,1319,1,True
2001,Unknown,Mass#,0,0,True
2001,Unknown,Pondicherry,88,0,True
2001,Unknown,Aranthangi#,33,0,True
2001,Unknown,Cheyyar#,84,0,True
2001,Unknown,Dharapuram#,0,0,True
2001,Unknown,Kanchipuram,6,0,True
2001,Unknown,Kovilpatti#,42,0,True
2001,Unknown,Palani#,2,0,True
2001,Unknown,Paramakudi#,68,0,True
2001,Unknown,Poonamallee#,1457,0,True
2001,Unknown,Ramanathapuram,809,0,True
2001,Unknown,Sivakasi#,0,0,True
2001,Unknown,Tuticorin,1079,0,True
2001,Unknown,Villupuram,125,0,True
2001,Unknown,Kushi Nagar,169,0,True
2001,Unknown,Maharajganj,202,0,True
2001,Unknown,Sant Kabeer Nagar,32,0,True
2001,Unknown,Shravasti,51,0,True
2001,Unknown,Siddharth Nagar,84,0,True
2001,Unknown,Udam Singh Nagar,695,0,True
2001,Unknown,Arambagh#,241,0,True
2001,Unknown,Barrackpore#,3,0,True
2001,Unknown,Chandan Nagar#,18,0,True
2001,Unknown,Contai#,333,0,True
2001,Unknown,Dinajpur Dakshin,121,1,True
2001,Unknown,Dinajpur Uttar,120,0,True
2001,Unknown,Ghatal#,112,0,True
2001,Unknown,Jangipur (N)#,460,0,True
2001,Unknown,Kalna#,11,0,True
2001,Unknown,Kandi#,309,0,True
2001,Unknown,Katwa#,15,0,True
2001,Unknown,Kmuho#,226,0,True
2001,Unknown,Maldah,1055,1,True
2001,Unknown,Midnapur,2840,1,True
2001,Unknown,Serampore#,19,0,True
2001,Unknown,Tamluk#,475,0,True
2001,Unknown,Uluberia#,335,0,True
2001,Unknown,Vishnupur#,86,0,True
2002,Unknown,Visakhapatanam,11816,0,True
2002,Unknown,Pashchim Champaran,1,0,True
2002,Unknown,Dantewada,32322,0,True
2002,Unknown,Kabirdham,1313,0,True
2002,Unknown,Kanker,24876,0,True
2002,Unknown,Haveli,493,0,True
2002,Unknown,New Delhi,694,0,True
2002,Unknown,Dohad,2713,0,True
2002,Unknown,Doda,12,0,True
2002,Unknown,Jammu,47,0,True
2002,Unknown,Kathua,13,0,True
2002,Unknown,Poonch,110,0,True
2002,Unknown,Rajouri,163,0,True
2002,Unknown,Udhampur,73,0,True
2002,Unknown,Umcp Jammu#,36,0,True
2002,Unknown,Saraikela Kharsawan,2526,0,True
2002,Unknown,A.M.U. Kembhavi#,1270,0,True
2002,Unknown,Thiruvananthapuram,192,1,True
2002,Unknown,Khargone,802,1,True
2002,Unknown,Saiha,765,0,True
2002,Unknown,Pondicherry,81,0,True
2002,Unknown,Aranthangi#,26,0,True
2002,Unknown,Cheyyar#,115,0,True
2002,Unknown,Dharapuram#,8,0,True
2002,Unknown,Kanchipuram,16,0,True
2002,Unknown,Kovilpatti#,97,0,True
2002,Unknown,Palani#,9,0,True
2002,Unknown,Paramakudi#,111,0,True
2002,Unknown,Poonamallee#,817,0,True
2002,Unknown,Ramanathapuram,958,0,True
2002,Unknown,Sivakasi#,21,0,True
2002,Unknown,Tuticorin,1029,0,True
2002,Unknown,Villupuram,197,0,True
2002,Unknown,Kushi Nagar,171,0,True
2002,Unknown,Maharajganj,81,0,True
2002,Unknown,Sant Kabeer Nagar,27,0,True
2002,Unknown,Shravasti,0,0,True
2002,Unknown,Siddharth Nagar,185,0,True
2002,Unknown,Udam Singh Nagar,692,0,True
2002,Unknown,Arambagh#,37,1,True
2002,Unknown,Barrackpore#,5,0,True
2002,Unknown,Chandan Nagar#,14,0,True
2002,Unknown,Contai#,235,0,True
2002,Unknown,Dinajpur Dakshin,88,0,True
2002,Unknown,Dinajpur Uttar,128,0,True
2002,Unknown,Ghatal#,193,0,True
2002,Unknown,Jangipur (N)#,390,0,True
2002,Unknown,Kalna#,20,0,True
2002,Unknown,Kandi#,283,0,True
2002,Unknown,Katwa#,15,0,True
2002,Unknown,Kmuho#,25355,1,True
2002,Unknown,Maldah,1439,0,True
2002,Unknown,Midnapur,4080,1,True
2002,Unknown,Serampore#,19,0,True
2002,Unknown,Tamluk#,494,0,True
2002,Unknown,Uluberia#,250,0,True
2002,Unknown,Vishnupur#,116,3,True
2003,Unknown,Visakhapatanam,12597,0,True
2003,Unknown,Pashchim Champaran,6,0,True
